"Statistic Label","Broad Nationality Group","Sex","Industry Sector NACE Rev 2","Year","UNIT","VALUE"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Human health and social work activities (Q)","2008","Number","4682"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Human health and social work activities (Q)","2009","Number","4732"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Human health and social work activities (Q)","2010","Number","4795"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Human health and social work activities (Q)","2011","Number","4913"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Human health and social work activities (Q)","2012","Number","4877"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Human health and social work activities (Q)","2013","Number","4915"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Human health and social work activities (Q)","2014","Number","5248"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Human health and social work activities (Q)","2015","Number","5594"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Human health and social work activities (Q)","2016","Number","6288"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Human health and social work activities (Q)","2017","Number","6605"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Human health and social work activities (Q)","2018","Number","6892"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Arts, entertainment and recreation (R)","2005","Number","554"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Arts, entertainment and recreation (R)","2006","Number","975"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Arts, entertainment and recreation (R)","2007","Number","1265"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Arts, entertainment and recreation (R)","2008","Number","1310"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Arts, entertainment and recreation (R)","2009","Number","1165"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Arts, entertainment and recreation (R)","2010","Number","1029"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Arts, entertainment and recreation (R)","2011","Number","892"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Arts, entertainment and recreation (R)","2012","Number","863"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Arts, entertainment and recreation (R)","2013","Number","845"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Arts, entertainment and recreation (R)","2014","Number","724"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Arts, entertainment and recreation (R)","2015","Number","713"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Arts, entertainment and recreation (R)","2016","Number","684"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Arts, entertainment and recreation (R)","2017","Number","708"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Arts, entertainment and recreation (R)","2018","Number","740"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Other service activities (S)","2005","Number","971"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Other service activities (S)","2006","Number","1753"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Other service activities (S)","2007","Number","2456"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Other service activities (S)","2008","Number","2597"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Other service activities (S)","2009","Number","2383"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Other service activities (S)","2010","Number","2400"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Other service activities (S)","2011","Number","2312"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Other service activities (S)","2012","Number","2442"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Other service activities (S)","2013","Number","2356"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Other service activities (S)","2014","Number","2416"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Other service activities (S)","2015","Number","2421"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Other service activities (S)","2016","Number","2759"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Other service activities (S)","2017","Number","2803"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Other service activities (S)","2018","Number","2942"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of households as employers; producing activities of households for own use (T)","2005","Number","19"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of households as employers; producing activities of households for own use (T)","2006","Number","41"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of households as employers; producing activities of households for own use (T)","2007","Number","61"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of households as employers; producing activities of households for own use (T)","2008","Number","73"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of households as employers; producing activities of households for own use (T)","2009","Number","83"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of households as employers; producing activities of households for own use (T)","2010","Number","90"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of households as employers; producing activities of households for own use (T)","2011","Number","101"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of households as employers; producing activities of households for own use (T)","2012","Number","104"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of households as employers; producing activities of households for own use (T)","2013","Number","89"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of households as employers; producing activities of households for own use (T)","2014","Number","50"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of households as employers; producing activities of households for own use (T)","2015","Number","57"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of households as employers; producing activities of households for own use (T)","2016","Number","51"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of households as employers; producing activities of households for own use (T)","2017","Number","50"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of households as employers; producing activities of households for own use (T)","2018","Number","56"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of extraterritorial organisations and bodies (U)","2005","Number",""
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of extraterritorial organisations and bodies (U)","2006","Number","5"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of extraterritorial organisations and bodies (U)","2007","Number","4"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of extraterritorial organisations and bodies (U)","2008","Number","9"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of extraterritorial organisations and bodies (U)","2009","Number","6"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of extraterritorial organisations and bodies (U)","2010","Number","5"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of extraterritorial organisations and bodies (U)","2011","Number","5"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of extraterritorial organisations and bodies (U)","2012","Number","5"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of extraterritorial organisations and bodies (U)","2013","Number","4"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of extraterritorial organisations and bodies (U)","2014","Number","4"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of extraterritorial organisations and bodies (U)","2015","Number","4"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of extraterritorial organisations and bodies (U)","2016","Number","6"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of extraterritorial organisations and bodies (U)","2017","Number","4"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Activities of extraterritorial organisations and bodies (U)","2018","Number","7"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","All NACE economic sectors","2005","Number","43892"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","All NACE economic sectors","2006","Number","72015"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","All NACE economic sectors","2007","Number","95299"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","All NACE economic sectors","2008","Number","97310"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","All NACE economic sectors","2009","Number","81700"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","All NACE economic sectors","2010","Number","76479"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","All NACE economic sectors","2011","Number","74237"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","All NACE economic sectors","2012","Number","73657"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","All NACE economic sectors","2013","Number","74225"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","All NACE economic sectors","2014","Number","75106"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","All NACE economic sectors","2015","Number","77612"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","All NACE economic sectors","2016","Number","79684"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","All NACE economic sectors","2017","Number","80896"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","All NACE economic sectors","2018","Number","82148"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Employer NACE not known","2005","Number","1689"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Employer NACE not known","2006","Number","1701"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Employer NACE not known","2007","Number","1462"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Employer NACE not known","2008","Number","1177"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Employer NACE not known","2009","Number","2601"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Employer NACE not known","2010","Number","2334"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Employer NACE not known","2011","Number","2056"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Employer NACE not known","2012","Number","1988"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Employer NACE not known","2013","Number","3697"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Employer NACE not known","2014","Number","4645"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Employer NACE not known","2015","Number","7228"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Employer NACE not known","2016","Number","3165"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Employer NACE not known","2017","Number","3110"
"Foreign Nationals in Employment","EU15 to EU25 states","Female","Employer NACE not known","2018","Number","2958"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Agriculture, forestry and fishing (A)","2005","Number","141"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Agriculture, forestry and fishing (A)","2006","Number","175"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Agriculture, forestry and fishing (A)","2007","Number","211"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Agriculture, forestry and fishing (A)","2008","Number","222"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Agriculture, forestry and fishing (A)","2009","Number","200"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Agriculture, forestry and fishing (A)","2010","Number","190"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Agriculture, forestry and fishing (A)","2011","Number","225"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Agriculture, forestry and fishing (A)","2012","Number","191"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Agriculture, forestry and fishing (A)","2013","Number","207"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Agriculture, forestry and fishing (A)","2014","Number","198"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Agriculture, forestry and fishing (A)","2015","Number","220"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Agriculture, forestry and fishing (A)","2016","Number","275"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Agriculture, forestry and fishing (A)","2017","Number","303"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Agriculture, forestry and fishing (A)","2018","Number","362"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Mining and quarrying (B)","2005","Number","21"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Mining and quarrying (B)","2006","Number","34"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Mining and quarrying (B)","2007","Number","53"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Mining and quarrying (B)","2008","Number","21"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Mining and quarrying (B)","2009","Number","24"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Mining and quarrying (B)","2010","Number","13"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Mining and quarrying (B)","2011","Number","8"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Mining and quarrying (B)","2012","Number","12"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Mining and quarrying (B)","2013","Number","6"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Mining and quarrying (B)","2014","Number","5"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Mining and quarrying (B)","2015","Number","8"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Mining and quarrying (B)","2016","Number","10"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Mining and quarrying (B)","2017","Number","22"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Mining and quarrying (B)","2018","Number","17"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Manufacturing (C)","2005","Number","2856"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Manufacturing (C)","2006","Number","3342"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Manufacturing (C)","2007","Number","3542"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Manufacturing (C)","2008","Number","3064"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Manufacturing (C)","2009","Number","2713"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Manufacturing (C)","2010","Number","2867"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Manufacturing (C)","2011","Number","2994"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Manufacturing (C)","2012","Number","2171"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Manufacturing (C)","2013","Number","2363"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Manufacturing (C)","2014","Number","2700"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Manufacturing (C)","2015","Number","3055"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Manufacturing (C)","2016","Number","5242"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Manufacturing (C)","2017","Number","3806"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Manufacturing (C)","2018","Number","6334"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Electricity, gas, steam and air conditioning supply (D)","2005","Number","17"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Electricity, gas, steam and air conditioning supply (D)","2006","Number","16"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Electricity, gas, steam and air conditioning supply (D)","2007","Number","22"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Electricity, gas, steam and air conditioning supply (D)","2008","Number","32"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Electricity, gas, steam and air conditioning supply (D)","2009","Number","41"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Electricity, gas, steam and air conditioning supply (D)","2010","Number","43"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Electricity, gas, steam and air conditioning supply (D)","2011","Number","39"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Electricity, gas, steam and air conditioning supply (D)","2012","Number","38"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Electricity, gas, steam and air conditioning supply (D)","2013","Number","43"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Electricity, gas, steam and air conditioning supply (D)","2014","Number","55"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Electricity, gas, steam and air conditioning supply (D)","2015","Number","63"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Electricity, gas, steam and air conditioning supply (D)","2016","Number","82"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Electricity, gas, steam and air conditioning supply (D)","2017","Number","109"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Electricity, gas, steam and air conditioning supply (D)","2018","Number","117"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Water supply, sewerage, waste management and remediation activities (E)","2005","Number","27"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Water supply, sewerage, waste management and remediation activities (E)","2006","Number","38"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Water supply, sewerage, waste management and remediation activities (E)","2007","Number","48"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Water supply, sewerage, waste management and remediation activities (E)","2008","Number","52"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Water supply, sewerage, waste management and remediation activities (E)","2009","Number","50"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Water supply, sewerage, waste management and remediation activities (E)","2010","Number","51"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Water supply, sewerage, waste management and remediation activities (E)","2011","Number","43"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Water supply, sewerage, waste management and remediation activities (E)","2012","Number","34"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Water supply, sewerage, waste management and remediation activities (E)","2013","Number","32"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Water supply, sewerage, waste management and remediation activities (E)","2014","Number","38"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Water supply, sewerage, waste management and remediation activities (E)","2015","Number","39"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Water supply, sewerage, waste management and remediation activities (E)","2016","Number","64"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Water supply, sewerage, waste management and remediation activities (E)","2017","Number","69"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Water supply, sewerage, waste management and remediation activities (E)","2018","Number","60"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Construction (F)","2005","Number","1114"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Construction (F)","2006","Number","1442"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Construction (F)","2007","Number","1644"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Construction (F)","2008","Number","2025"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Construction (F)","2009","Number","1858"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Construction (F)","2010","Number","775"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Construction (F)","2011","Number","435"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Construction (F)","2012","Number","435"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Construction (F)","2013","Number","481"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Construction (F)","2014","Number","420"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Construction (F)","2015","Number","438"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Construction (F)","2016","Number","584"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Construction (F)","2017","Number","799"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Construction (F)","2018","Number","957"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2005","Number","3722"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2006","Number","4419"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2007","Number","5629"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2008","Number","6192"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2009","Number","4477"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2010","Number","3591"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2011","Number","3549"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2012","Number","4417"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2013","Number","4666"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2014","Number","4907"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2015","Number","5684"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2016","Number","4620"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2017","Number","5428"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2018","Number","6133"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Transportation and storage (H)","2005","Number","1314"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Transportation and storage (H)","2006","Number","1928"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Transportation and storage (H)","2007","Number","2479"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Transportation and storage (H)","2008","Number","3022"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Transportation and storage (H)","2009","Number","2233"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Transportation and storage (H)","2010","Number","2330"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Transportation and storage (H)","2011","Number","3717"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Transportation and storage (H)","2012","Number","2423"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Transportation and storage (H)","2013","Number","2713"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Transportation and storage (H)","2014","Number","2818"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Transportation and storage (H)","2015","Number","3066"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Transportation and storage (H)","2016","Number","3966"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Transportation and storage (H)","2017","Number","5118"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Transportation and storage (H)","2018","Number","6377"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Accommodation and food service activities (I)","2005","Number","7485"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Accommodation and food service activities (I)","2006","Number","8143"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Accommodation and food service activities (I)","2007","Number","9535"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Accommodation and food service activities (I)","2008","Number","9677"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Accommodation and food service activities (I)","2009","Number","6307"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Accommodation and food service activities (I)","2010","Number","4777"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Accommodation and food service activities (I)","2011","Number","4227"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Accommodation and food service activities (I)","2012","Number","4488"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Accommodation and food service activities (I)","2013","Number","4905"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Accommodation and food service activities (I)","2014","Number","5332"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Accommodation and food service activities (I)","2015","Number","5850"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Accommodation and food service activities (I)","2016","Number","7896"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Accommodation and food service activities (I)","2017","Number","9454"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Accommodation and food service activities (I)","2018","Number","10357"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Information and communication (J)","2005","Number","2723"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Information and communication (J)","2006","Number","3883"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Information and communication (J)","2007","Number","5039"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Information and communication (J)","2008","Number","6256"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Information and communication (J)","2009","Number","4972"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Information and communication (J)","2010","Number","4926"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Information and communication (J)","2011","Number","5642"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Information and communication (J)","2012","Number","6394"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Information and communication (J)","2013","Number","6942"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Information and communication (J)","2014","Number","8510"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Information and communication (J)","2015","Number","9617"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Information and communication (J)","2016","Number","11346"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Information and communication (J)","2017","Number","12515"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Information and communication (J)","2018","Number","13841"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Financial and insurance activities (K)","2005","Number","1336"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Financial and insurance activities (K)","2006","Number","2118"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Financial and insurance activities (K)","2007","Number","2736"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Financial and insurance activities (K)","2008","Number","3051"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Financial and insurance activities (K)","2009","Number","2883"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Financial and insurance activities (K)","2010","Number","2844"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Financial and insurance activities (K)","2011","Number","2805"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Financial and insurance activities (K)","2012","Number","3190"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Financial and insurance activities (K)","2013","Number","3553"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Financial and insurance activities (K)","2014","Number","2804"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Financial and insurance activities (K)","2015","Number","3759"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Financial and insurance activities (K)","2016","Number","4399"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Financial and insurance activities (K)","2017","Number","4628"
